company_name,phone,full_address,address_line1,city,state,zip,county,license_number,license_status,license_expiration,contact_name,website,has_website,website_lookup,source,verified_date,phone_valid,phone_e164,phone_national,phone_line_type,phone_region,phone_area_code,phone_flags,phone_validation_status,google_name,google_address,google_phone,google_website,google_maps_url,crossref_status,crossref_confidence,crossref_notes,recommended_phone,recommended_address,phone_match,city_match,address_match
NJM PLUMBING CO LLC,(903) 729-2323,"924  N PERRY ST, PALESTINE, TX 75801",924  N PERRY ST,PALESTINE,TX,75801,ANDERSON,36728,Current,11/30/2026,MARK WISE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19037292323,(903) 729-2323,landline_or_mobile,"Palestine, TX",903,,valid,"JM Plumbing, LLC","1902 N Waco Ave, Wichita, KS 67203",(316) 491-3612,http://jmplumbingict.com/,https://maps.google.com/?cid=13271431442826622695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (903) 729-2323 vs Google (316) 491-3612; Address differs; prefer Google street address; Google website: http://jmplumbingict.com/; Manual review recommended,(316) 491-3612,"1902 N Waco Ave, Wichita, KS 67203",no,no,no
RISINGER PLUMBING,(806) 523-2222,"3750 W FM 597, LEVELAND, TX 79336",3750 W FM 597,LEVELAND,TX,79336,HOCKLEY,16066,Current,11/30/2026,MARK RISINGER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18065232222,(806) 523-2222,landline_or_mobile,Texas,806,,valid,Risinger Plumbing,"Muleshoe, TX 79347",(806) 272-6772,,https://maps.google.com/?cid=10088120631052418243&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 523-2222 vs Google (806) 272-6772; Address differs; prefer Google street address; Manual review recommended,(806) 272-6772,"Muleshoe, TX 79347",no,no,no
NATIVI CONTRACTORS DIRECT CONNECT,(817) 304-2722,"308 COVE RD, GORDON, TX 76453",308 COVE RD,GORDON,TX,76453,PALO PINTO,16185,Current,07/31/2027,LARRY TURNER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18173042722,(817) 304-2722,landline_or_mobile,Texas,817,,valid,Direct Connect Plumbing,"4363 Shallowford Industrial Pkwy Pk Suite A, Marietta, GA 30066",(770) 872-7980,http://directconnect247.com/,https://maps.google.com/?cid=7689632568795303510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (817) 304-2722 vs Google (770) 872-7980; Address differs; prefer Google street address; Google website: http://directconnect247.com/; Manual review recommended,(770) 872-7980,"4363 Shallowford Industrial Pkwy Pk Suite A, Marietta, GA 30066",no,no,no
GRAVES PLUMBING,(903) 237-9252,"PO BOX 170, CARTHAGE, TX 75633",PO BOX 170,CARTHAGE,TX,75633,PANOLA,18306,Current,07/31/2026,ULYSSES GRAVES,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19032379252,(903) 237-9252,landline_or_mobile,"Longview, TX",903,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=GRAVES+PLUMBING+PO+BOX+170+TX,no_google_listing,low,Google Places: no matching listing found,(903) 237-9252,"PO BOX 170, CARTHAGE, TX 75633",,,
BALLEW PLUMBING COMPANY,(903) 683-4455,"129 FM 1248, RUSK, TX 75785",129 FM 1248,RUSK,TX,75785,CHEROKEE,15327,Current,11/30/2026,EDWIN BALLEW,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19036834455,(903) 683-4455,landline_or_mobile,"Rusk, TX",903,,valid,Ballew Plumbing,"129 FM 1248 S, Rusk, TX 75785",(903) 683-4455,,https://maps.google.com/?cid=11355481338135245167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(903) 683-4455,"129 FM 1248, RUSK, TX 75785",yes,yes,yes
BOB JAY'S OF PERRYTON INC,(806) 435-5080,"PO BOX 748, PERRYTON, TX 79070-0748",PO BOX 748,PERRYTON,TX,79070-0748,OCHILTREE,41238,Current,03/31/2027,JEFFERY HINSHAW,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18064355080,(806) 435-5080,landline_or_mobile,"Perryton, TX",806,po_box_address,valid_with_flags,Bob Jay's of Perryton Inc,"802 S Ash St, Perryton, TX 79070",(806) 435-5080,http://www.bobjays.com/,https://maps.google.com/?cid=7341008339066596038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; TSBPE PO box; prefer Google street address; Google website: http://www.bobjays.com/,(806) 435-5080,"802 S Ash St, Perryton, TX 79070",yes,yes,no
JNJ PLUMBING LLC,(281) 677-1707,"207 DANCING FLAME, LIVINGSTON, TX 77351",207 DANCING FLAME,LIVINGSTON,TX,77351,POLK,40615,Current,10/31/2026,JIMMY WALLECK,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12816771707,(281) 677-1707,landline_or_mobile,Texas,281,,valid,JNJ Plumbing LLC,"207 Dancing Flame, Livingston, TX 77351",(281) 677-1707,http://jnjplumbingtexas.com/,https://maps.google.com/?cid=16832864882400686685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: http://jnjplumbingtexas.com/,(281) 677-1707,"207 DANCING FLAME, LIVINGSTON, TX 77351",yes,yes,yes
BRUSH COUNTRY PLUMBING LLC,(361) 232-6343,"P O BOX 2635, ORANGE GROVE, TX 78372",P O BOX 2635,ORANGE GROVE,TX,78372,JIM WELLS,44584,Current,05/31/2027,JERRY PEREA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13612326343,(361) 232-6343,landline_or_mobile,Texas,361,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=BRUSH+COUNTRY+PLUMBING+LLC+P+O+BOX+2635+TX,no_google_listing,low,Google Places: no matching listing found,(361) 232-6343,"P O BOX 2635, ORANGE GROVE, TX 78372",,,
BARNWELL INDUSTRIES,(903) 796-4867,"P. O. BOX 375, QUEEN CITY, TX 75572",P. O. BOX 375,QUEEN CITY,TX,75572,CASS,15585,Current,06/30/2027,HOWARD BARNWELL,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19037964867,(903) 796-4867,landline_or_mobile,"Atlanta, TX",903,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=BARNWELL+INDUSTRIES+P.+O.+BOX+375+TX,no_google_listing,low,Google Places: no matching listing found,(903) 796-4867,"P. O. BOX 375, QUEEN CITY, TX 75572",,,
CAPROCK PLUMBING HEATING & AIR CONDITIONING INC,(806) 293-7302,"428 ASH ST., PLAINVIEW, TX 79072",428 ASH ST.,PLAINVIEW,TX,79072,HALE,18233,Current,10/31/2026,LARRY RANKIN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18062937302,(806) 293-7302,landline_or_mobile,"Plainview, TX",806,,valid,Caprock Plumbing Heating and Air. INC,"428 Ash, Plainview, TX 79072",(806) 293-7302,http://caprockheatingandair.com/,https://maps.google.com/?cid=15021853937359749163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: http://caprockheatingandair.com/,(806) 293-7302,"428 ASH ST., PLAINVIEW, TX 79072",yes,yes,yes
STREETY PLUMBING,(903) 407-2013,"11012 HWY 154, MARSHALL, TX 75670",11012 HWY 154,MARSHALL,TX,75670,HARRISON,38762,Current,02/28/2027,CHRIS SLOCUM,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19034072013,(903) 407-2013,landline_or_mobile,Texas,903,,valid,Streety Plumbing,"11012 TX-154, Marshall, TX 75670",(903) 407-2013,http://www.streetyplumbing.com/,https://maps.google.com/?cid=13938043182996064702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: http://www.streetyplumbing.com/,(903) 407-2013,"11012 HWY 154, MARSHALL, TX 75670",yes,yes,yes
HARPS PLUMBING,(281) 342-8972,"P.O. BOX 301, MATAGORDA, TX 77457",P.O. BOX 301,MATAGORDA,TX,77457,MATAGORDA,12812,Current,10/31/2026,GERALD HARPER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12813428972,(281) 342-8972,landline_or_mobile,Texas,281,po_box_address,valid_with_flags,Harp's Plumbing,"704 Fairway Dr, Richmond, TX 77469",(281) 342-8972,,https://maps.google.com/?cid=3206465026058185234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone matches TSBPE and Google; TSBPE PO box; prefer Google street address,(281) 342-8972,"704 Fairway Dr, Richmond, TX 77469",yes,no,no
SAMPSON PLUMBING,(409) 429-3517,"P. O. BOX 179, 184 COUNTY ROAD 4984, FRED, TX 77616",P. O. BOX 179,FRED,TX,77616,TYLER,13140,Current,05/31/2027,DOUGLAS SAMPSON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14094293517,(409) 429-3517,landline_or_mobile,Texas,409,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=SAMPSON+PLUMBING+P.+O.+BOX+179+TX,no_google_listing,low,Google Places: no matching listing found,(409) 429-3517,"P. O. BOX 179, 184 COUNTY ROAD 4984, FRED, TX 77616",,,
SOUTH TEXAS PLUMBING INC,(830) 569-2178,"1215 B ENCINO, PLEASANTON, TX 78064",1215 B ENCINO,PLEASANTON,TX,78064,ATASCOSA,7910,Current,04/30/2027,GEORGE ALLEN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18305692178,(830) 569-2178,landline_or_mobile,"Pleasanton, TX",830,,valid,South Texas Plumbing Inc,"1215 Encino Dr Ste B, Pleasanton, TX 78064",(830) 569-2178,https://southtexasplumbing.net/,https://maps.google.com/?cid=2824498224325483649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: https://southtexasplumbing.net/,(830) 569-2178,"1215 B ENCINO, PLEASANTON, TX 78064",yes,yes,yes
MILLER PLUMBING SERVICES LLC,(512) 945-8538,"P.O. BOX 492, BUFFALO, TX 75831",P.O. BOX 492,BUFFALO,TX,75831,LEON,46692,Current,04/30/2027,JUSTIN MILLER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15129458538,(512) 945-8538,landline_or_mobile,Texas,512,po_box_address,valid_with_flags,MPS-Miller Plumbing Services LLC,"211 E 7th St, Elk City, OK 73644",(580) 243-4840,https://mpselkcity.com/,https://maps.google.com/?cid=17327594761382066796&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (512) 945-8538 vs Google (580) 243-4840; TSBPE PO box; prefer Google street address; Google website: https://mpselkcity.com/; Manual review recommended,(580) 243-4840,"211 E 7th St, Elk City, OK 73644",no,no,no
"P3 PLUMBING, LLC",(361) 258-1339,"2596 CR 396, GONZALES, TX 78629",2596 CR 396,GONZALES,TX,78629,GONZALES,44163,Current,04/30/2027,PAUL WAGNER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13612581339,(361) 258-1339,landline_or_mobile,Texas,361,,valid,P3 Plumbing AZ,"29516 N 223rd Dr, Wittmann, AZ 85361",(623) 500-6886,http://p3plumbingaz.com/,https://maps.google.com/?cid=31321974073475586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (361) 258-1339 vs Google (623) 500-6886; Address differs; prefer Google street address; Google website: http://p3plumbingaz.com/; Manual review recommended,(623) 500-6886,"29516 N 223rd Dr, Wittmann, AZ 85361",no,no,no
BALLARD PLUMBING,(806) 935-7575,"124 W 8TH, DUMAS, TX 79029",124 W 8TH,DUMAS,TX,79029,MOORE,40343,Current,11/30/2026,BRADLEY BALLARD,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18069357575,(806) 935-7575,landline_or_mobile,"Dumas, TX",806,,valid,Ballard Plumbing Heating & Air Conditioning,"25260 E Baseline St, San Bernardino, CA 92410",(909) 882-1748,https://www.ballardplumbingandair.com/?utm_campaign=Google+My+Business&utm_source=GMB&utm_medium=organic&utm_content=Website,https://maps.google.com/?cid=7528050244242863756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 935-7575 vs Google (909) 882-1748; Address differs; prefer Google street address; Google website: https://www.ballardplumbingandair.com/?utm_campaign=Google+My+Business&utm_source=GMB&utm_medium=organic&utm_content=Website; Manual review recommended,(909) 882-1748,"25260 E Baseline St, San Bernardino, CA 92410",no,no,no
DIAMOND H PLUMBING,(936) 305-1508,"PO BOX 614, MT ENTERPRISE, TX 75681",PO BOX 614,MT ENTERPRISE,TX,75681,RUSK,41995,Current,08/31/2026,DYER HOWARD,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19363051508,(936) 305-1508,landline_or_mobile,Texas,936,po_box_address,valid_with_flags,Diamond House Plumbing,"9800 Indiana Ave Ste 10, Riverside, CA 92503",(800) 674-9440,http://diamondhouse-plumbing.com/,https://maps.google.com/?cid=17837278787398188256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (936) 305-1508 vs Google (800) 674-9440; TSBPE PO box; prefer Google street address; Google website: http://diamondhouse-plumbing.com/; Manual review recommended,(800) 674-9440,"9800 Indiana Ave Ste 10, Riverside, CA 92503",no,no,no
WARE PLUMBING,(325) 436-9174,"123 PEACH ST., SNYDER, TX 79549",123 PEACH ST.,SNYDER,TX,79549,SCURRY,38285,Current,10/31/2026,EARL WARE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13254369174,(325) 436-9174,landline_or_mobile,Texas,325,,valid,Ware Plumbing Heating & A/C,"101 E Thomas St, Atlanta, TX 75551",(903) 796-2259,,https://maps.google.com/?cid=14120179072321108147&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (325) 436-9174 vs Google (903) 796-2259; Address differs; prefer Google street address; Manual review recommended,(903) 796-2259,"101 E Thomas St, Atlanta, TX 75551",no,no,no
T C PLUMBING,(432) 556-9412,"2401 NW MUSTANG DR., ANDREWS, TX 79714",2401 NW MUSTANG DR.,ANDREWS,TX,79714,ANDREWS,17900,Current,06/30/2026,THOMAS CARRASCO,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14325569412,(432) 556-9412,landline_or_mobile,Texas,432,,valid,T C Plumbing & Heating,"P.O. Box 1299, Springfield, NJ 07081",(973) 376-6296,http://www.tcplumbingandheating.com/,https://maps.google.com/?cid=16561569769709216919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (432) 556-9412 vs Google (973) 376-6296; Keeping TSBPE address (PO box or no Google street address); Google website: http://www.tcplumbingandheating.com/; Manual review recommended,(973) 376-6296,"2401 NW MUSTANG DR., ANDREWS, TX 79714",no,no,no
WEST TEXAS PLUMBING SOLUTIONS,(254) 477-4334,"3433 W WALKER ST, BRECKENRIDGE, TX 76424",3433 W WALKER ST,BRECKENRIDGE,TX,76424,STEPHENS,43127,Current,09/30/2026,JOSUE DURAN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12544774334,(254) 477-4334,landline_or_mobile,Texas,254,,valid,West Texas Plumbing Solutions,"3433 W Walker St, Breckenridge, TX 76424",(254) 559-9378,,https://maps.google.com/?cid=17321600509450671847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (254) 477-4334 vs Google (254) 559-9378; Address matches TSBPE and Google,(254) 559-9378,"3433 W WALKER ST, BRECKENRIDGE, TX 76424",no,yes,yes
NETWORK PLUMBING LLC,(325) 933-4269,"1306 ELM ST., SWEETWATER, TX 79556",1306 ELM ST.,SWEETWATER,TX,79556,NOLAN,36977,Current,09/30/2026,JAMES DAVIS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13259334269,(325) 933-4269,landline_or_mobile,Texas,325,,valid,Network Rooter & Plumbing Inc,"17330 Newhope St Ste G, Fountain Valley, CA 92708",(714) 566-0850,http://www.plumberonthego.com/,https://maps.google.com/?cid=7611691649049700444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (325) 933-4269 vs Google (714) 566-0850; Address differs; prefer Google street address; Google website: http://www.plumberonthego.com/; Manual review recommended,(714) 566-0850,"17330 Newhope St Ste G, Fountain Valley, CA 92708",no,no,no
LJ3 SERVICES,(940) 532-1440,"228 ELM ST, GRAHAM, TX 76450",228 ELM ST,GRAHAM,TX,76450,YOUNG,16903,Current,03/31/2027,JASON COTTONGAME,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19405321440,(940) 532-1440,landline_or_mobile,Texas,940,,valid,"Star Mechanical Plumbing, Electrical, HVAC, Refrigeration & Backflow Testing","228 Elm St, Graham, TX 76450",(940) 549-7686,http://www.starmep.com/,https://maps.google.com/?cid=10916515386267960297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (940) 532-1440 vs Google (940) 549-7686; Address matches TSBPE and Google; Google website: http://www.starmep.com/,(940) 549-7686,"228 ELM ST, GRAHAM, TX 76450",no,yes,yes
DL PLUMBING,(361) 522-3370,"1202 E. HUISACHE, KINGSVILLE, TX 78363",1202 E. HUISACHE,KINGSVILLE,TX,78363,KLEBERG,38014,Current,05/31/2027,DAVID LOPEZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13615223370,(361) 522-3370,landline_or_mobile,Texas,361,,valid,,,,,https://www.google.com/maps/search/?api=1&query=DL+PLUMBING+1202+E.+HUISACHE+TX,no_google_listing,low,Google Places: no matching listing found,(361) 522-3370,"1202 E. HUISACHE, KINGSVILLE, TX 78363",,,
DAVID WEIDO DBA PLUMBING,(979) 732-5195,"1412 MOCKINGBIRD BND, SEALY, TX 77474",1412 MOCKINGBIRD BND,SEALY,TX,77474,AUSTIN,17316,Current,10/31/2026,DAVID WEIDO,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19797325195,(979) 732-5195,landline_or_mobile,"Columbus, TX",979,,valid,Weido Plumbing Co,"1031 Weido Loop, Columbus, TX 78934",(979) 732-5195,http://www.weidoplumbing.com/,https://maps.google.com/?cid=17341084221462397128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone matches TSBPE and Google; Address differs; prefer Google street address; Google website: http://www.weidoplumbing.com/,(979) 732-5195,"1031 Weido Loop, Columbus, TX 78934",yes,no,no
MOORE PLUMBING REPAIR LLC,(903) 389-1844,"177 FCR 111, FAIRFIELD, TX 75840",177 FCR 111,FAIRFIELD,TX,75840,FREESTONE,35796,Current,06/30/2026,BRIAN MOORE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19033891844,(903) 389-1844,landline_or_mobile,"Fairfield, TX",903,,valid,Moore Plumbing Repair LLC,"177 Co Rd 111, Fairfield, TX 75840",(903) 389-1844,,https://maps.google.com/?cid=7160714959219041617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(903) 389-1844,"177 FCR 111, FAIRFIELD, TX 75840",yes,yes,yes
URBAN UTILITIES LLC,(214) 202-4666,"562 CR 2417, LEESBURG, TX 75451",562 CR 2417,LEESBURG,TX,75451,CAMP,40033,Current,09/30/2026,HARRY JACOBSEN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12142024666,(214) 202-4666,landline_or_mobile,Texas,214,,valid,,,,,https://www.google.com/maps/search/?api=1&query=URBAN+UTILITIES+LLC+562+CR+2417+TX,no_google_listing,low,Google Places: no matching listing found,(214) 202-4666,"562 CR 2417, LEESBURG, TX 75451",,,
COLLINS & SON'S PLUMBING,(254) 433-6120,"PO BOX 1205, CISCO, TX 76437",PO BOX 1205,CISCO,TX,76437,EASTLAND,43555,Current,07/31/2026,COREY COLLINS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12544336120,(254) 433-6120,landline_or_mobile,Texas,254,po_box_address,valid_with_flags,Collin & Sons Plumbing,"27.23 Harbinger Ln #287, Dallas, TX 75287",,,https://maps.google.com/?cid=4670667253775205068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Google listing has no phone; keeping TSBPE phone; TSBPE PO box; prefer Google street address; Manual review recommended,(254) 433-6120,"27.23 Harbinger Ln #287, Dallas, TX 75287",no,no,no
JOSLIN CONSTRUCTION TEXAS LLC,(281) 354-5840,"1350 FM 3460, SHEPHERD, TX 77371",1350 FM 3460,SHEPHERD,TX,77371,SAN JACINTO,40836,Current,07/31/2027,CHAD JOSLIN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12813545840,(281) 354-5840,landline_or_mobile,"Porter, TX",281,,valid,Joslin Construction,"2218 Northpark Dr Ste 200, Kingwood, TX 77339",(281) 354-5840,https://joslinconstruction.com/,https://maps.google.com/?cid=18385989260080689895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone matches TSBPE and Google; Address differs; prefer Google street address; Google website: https://joslinconstruction.com/,(281) 354-5840,"2218 Northpark Dr Ste 200, Kingwood, TX 77339",yes,no,no
BULLDOG CONTRACTORS LLC,(903) 665-2019,"509 KELLYVILLE ROAD #1, JEFFERSON, TX 75657",509 KELLYVILLE ROAD #1,JEFFERSON,TX,75657,MARION,36949,Current,08/31/2026,CARLTON KELLER,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19036652019,(903) 665-2019,landline_or_mobile,"Jefferson, TX",903,,valid,Bulldog Contractors LLC,"509 Kellyville Rd One, Jefferson, TX 75657",(903) 665-2019,https://www.builditlikebulldog.com/,https://maps.google.com/?cid=9130267302115431593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: https://www.builditlikebulldog.com/,(903) 665-2019,"509 KELLYVILLE ROAD #1, JEFFERSON, TX 75657",yes,yes,yes
TAYLOR PLUMBING COMPANY,(936) 348-3800,"P. O. BOX 125, MADISONVILLE, TX 77864",P. O. BOX 125,MADISONVILLE,TX,77864,MADISON,12159,Current,11/30/2026,JOHN TAYLOR,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19363483800,(936) 348-3800,landline_or_mobile,"Madisonville, TX",936,po_box_address,valid_with_flags,Taylor Plumbing Inc.,"488 Diens Dr, Wheeling, IL 60090",(847) 279-8581,http://www.taylorplumbing.com/,https://maps.google.com/?cid=17262672723627997041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (936) 348-3800 vs Google (847) 279-8581; TSBPE PO box; prefer Google street address; Google website: http://www.taylorplumbing.com/; Manual review recommended,(847) 279-8581,"488 Diens Dr, Wheeling, IL 60090",no,no,no
TIMOTHY WOOTEN WATER CONDITIONING,(432) 488-8294,"PO BOX 1163, STANTON, TX 79782",PO BOX 1163,STANTON,TX,79782,MARTIN,16906,Current,09/30/2026,TIMOTHY WOOTEN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14324888294,(432) 488-8294,landline_or_mobile,Texas,432,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=TIMOTHY+WOOTEN+WATER+CONDITIONING+PO+BOX+1163+TX,no_google_listing,low,Google Places: no matching listing found,(432) 488-8294,"PO BOX 1163, STANTON, TX 79782",,,
WRIGHT CHOICE PLUMBING,(361) 243-6980,"1011 E MAIN, CUERO, TX 77954",1011 E MAIN,CUERO,TX,77954,DE WITT,20054,Current,07/31/2026,JAMIE WRIGHT,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13612436980,(361) 243-6980,landline_or_mobile,Texas,361,,valid,Wright Choice Plumbing,"1005 Greensboro Rd, High Point, NC 27260",(336) 991-0670,https://callwrightchoiceplumbing.com/?utm_source=GBPlisting&utm_medium=organic,https://maps.google.com/?cid=10130272109541847769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (361) 243-6980 vs Google (336) 991-0670; Address differs; prefer Google street address; Google website: https://callwrightchoiceplumbing.com/?utm_source=GBPlisting&utm_medium=organic; Manual review recommended,(336) 991-0670,"1005 Greensboro Rd, High Point, NC 27260",no,no,no
GUADALUPE GARCIA JR,(830) 325-4167,"P.O. BOX 2015, UVALDE, TX 78802",P.O. BOX 2015,UVALDE,TX,78802,UVALDE,39936,Current,09/30/2026,GUADALUPE GARCIA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18303254167,(830) 325-4167,landline_or_mobile,Texas,830,po_box_address,valid_with_flags,J's Plumbing,"5130 E La Palma Ave, Anaheim, CA 92807",(714) 395-3249,http://www.jsplumbingoc.com/,https://maps.google.com/?cid=3870950859413166733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (830) 325-4167 vs Google (714) 395-3249; TSBPE PO box; prefer Google street address; Google website: http://www.jsplumbingoc.com/; Manual review recommended,(714) 395-3249,"5130 E La Palma Ave, Anaheim, CA 92807",no,no,no
